# Frequency (eV) 	 Current Real 	 Imaginary
0.079011	-2.78907e-05	-0.000635761
0.0793785	-2.7808e-05	-0.000638877
0.079746	-2.7724e-05	-0.000641996
0.0801135	-2.76385e-05	-0.000645116
0.080481	-2.75517e-05	-0.000648238
0.0808485	-2.74634e-05	-0.000651362
0.081216	-2.73736e-05	-0.000654487
0.0815835	-2.72825e-05	-0.000657615
0.081951	-2.71898e-05	-0.000660744
0.0823185	-2.70958e-05	-0.000663875
0.082686	-2.70002e-05	-0.000667007
0.0830535	-2.69032e-05	-0.000670142
0.083421	-2.68047e-05	-0.000673278
0.0837885	-2.67048e-05	-0.000676416
0.0841559	-2.66033e-05	-0.000679555
0.0845234	-2.65004e-05	-0.000682697
0.0848909	-2.6396e-05	-0.000685839
0.0852584	-2.629e-05	-0.000688984
0.0856259	-2.61826e-05	-0.000692131
0.0859934	-2.60736e-05	-0.000695279
0.0863609	-2.59632e-05	-0.000698428
0.0867284	-2.58512e-05	-0.00070158
0.0870959	-2.57377e-05	-0.000704733
0.0874634	-2.56228e-05	-0.000707887
0.0878309	-2.55062e-05	-0.000711043
0.0881984	-2.53882e-05	-0.000714201
0.0885659	-2.52687e-05	-0.00071736
0.0889334	-2.51476e-05	-0.000720521
0.0893009	-2.5025e-05	-0.000723684
0.0896683	-2.49009e-05	-0.000726848
0.0900358	-2.47753e-05	-0.000730014
0.0904033	-2.46481e-05	-0.000733181
0.0907708	-2.45195e-05	-0.00073635
0.0911383	-2.43893e-05	-0.00073952
0.0915058	-2.42577e-05	-0.000742691
0.0918733	-2.41245e-05	-0.000745865
0.0922408	-2.39898e-05	-0.000749039
0.0926083	-2.38536e-05	-0.000752216
0.0929758	-2.3716e-05	-0.000755393
0.0933433	-2.35768e-05	-0.000758572
0.0937108	-2.34362e-05	-0.000761753
0.0940783	-2.32941e-05	-0.000764935
0.0944458	-2.31505e-05	-0.000768118
0.0948133	-2.30055e-05	-0.000771303
0.0951807	-2.2859e-05	-0.000774489
0.0955482	-2.2711e-05	-0.000777677
0.0959157	-2.25617e-05	-0.000780866
0.0962832	-2.24108e-05	-0.000784056
0.0966507	-2.22586e-05	-0.000787248
0.0970182	-2.2105e-05	-0.000790441
0.0973857	-2.19499e-05	-0.000793635
0.0977532	-2.17934e-05	-0.000796831
0.0981207	-2.16356e-05	-0.000800028
0.0984882	-2.14764e-05	-0.000803226
0.0988557	-2.13158e-05	-0.000806426
0.0992232	-2.11539e-05	-0.000809627
0.0995907	-2.09907e-05	-0.000812829
0.0999582	-2.08261e-05	-0.000816033
0.100326	-2.06602e-05	-0.000819238
0.100693	-2.0493e-05	-0.000822444
0.101061	-2.03245e-05	-0.000825651
0.101428	-2.01548e-05	-0.00082886
0.101796	-1.99838e-05	-0.00083207
0.102163	-1.98115e-05	-0.000835281
0.102531	-1.96381e-05	-0.000838494
0.102898	-1.94634e-05	-0.000841708
0.103266	-1.92875e-05	-0.000844923
0.103633	-1.91104e-05	-0.000848139
0.104001	-1.89322e-05	-0.000851357
0.104368	-1.87528e-05	-0.000854575
0.104736	-1.85723e-05	-0.000857796
0.105103	-1.83907e-05	-0.000861017
0.105471	-1.8208e-05	-0.000864239
0.105838	-1.80242e-05	-0.000867463
0.106206	-1.78394e-05	-0.000870688
0.106573	-1.76535e-05	-0.000873914
0.106941	-1.74666e-05	-0.000877142
0.107308	-1.72787e-05	-0.000880371
0.107676	-1.70898e-05	-0.000883601
0.108043	-1.68999e-05	-0.000886832
0.108411	-1.67091e-05	-0.000890064
0.108778	-1.65174e-05	-0.000893298
0.109145	-1.63248e-05	-0.000896533
0.109513	-1.61313e-05	-0.000899769
0.10988	-1.59369e-05	-0.000903007
0.110248	-1.57417e-05	-0.000906246
0.110615	-1.55456e-05	-0.000909486
0.110983	-1.53488e-05	-0.000912727
0.11135	-1.51512e-05	-0.00091597
0.111718	-1.49528e-05	-0.000919214
0.112085	-1.47537e-05	-0.000922459
0.112453	-1.45538e-05	-0.000925706
0.11282	-1.43533e-05	-0.000928954
0.113188	-1.41521e-05	-0.000932203
0.113555	-1.39502e-05	-0.000935454
0.113923	-1.37478e-05	-0.000938706
0.11429	-1.35447e-05	-0.000941959
0.114658	-1.3341e-05	-0.000945214
0.115025	-1.31368e-05	-0.00094847
0.115393	-1.2932e-05	-0.000951728
0.11576	-1.27267e-05	-0.000954987
0.116128	-1.25209e-05	-0.000958247
0.116495	-1.23146e-05	-0.000961509
0.116863	-1.21078e-05	-0.000964773
0.11723	-1.19007e-05	-0.000968038
0.117598	-1.16931e-05	-0.000971304
0.117965	-1.14851e-05	-0.000974572
0.118333	-1.12767e-05	-0.000977842
0.1187	-1.1068e-05	-0.000981113
0.119068	-1.0859e-05	-0.000984386
0.119435	-1.06496e-05	-0.00098766
0.119803	-1.044e-05	-0.000990937
0.12017	-1.02301e-05	-0.000994214
0.120538	-1.00199e-05	-0.000997494
0.120905	-9.80954e-06	-0.00100078
0.121273	-9.59895e-06	-0.00100406
0.12164	-9.38815e-06	-0.00100734
0.122008	-9.17719e-06	-0.00101063
0.122375	-8.96607e-06	-0.00101392
0.122743	-8.75481e-06	-0.00101721
0.12311	-8.54343e-06	-0.0010205
0.123478	-8.33195e-06	-0.00102379
0.123845	-8.12038e-06	-0.00102709
0.124213	-7.90875e-06	-0.00103039
0.12458	-7.69705e-06	-0.00103369
0.124948	-7.48533e-06	-0.00103699
0.125315	-7.27357e-06	-0.00104029
0.125683	-7.06181e-06	-0.0010436
0.12605	-6.85006e-06	-0.00104691
0.126418	-6.63832e-06	-0.00105022
0.126785	-6.42661e-06	-0.00105353
0.127153	-6.21495e-06	-0.00105685
0.12752	-6.00334e-06	-0.00106016
0.127888	-5.7918e-06	-0.00106348
0.128255	-5.58034e-06	-0.0010668
0.128623	-5.36896e-06	-0.00107013
0.12899	-5.15768e-06	-0.00107346
0.129358	-4.9465e-06	-0.00107678
0.129725	-4.73543e-06	-0.00108012
0.130093	-4.52449e-06	-0.00108345
0.13046	-4.31367e-06	-0.00108679
0.130828	-4.10298e-06	-0.00109013
0.131195	-3.89242e-06	-0.00109347
0.131563	-3.682e-06	-0.00109681
0.13193	-3.47173e-06	-0.00110016
0.132298	-3.2616e-06	-0.00110351
0.132665	-3.05162e-06	-0.00110686
0.133033	-2.84179e-06	-0.00111022
0.1334	-2.6321e-06	-0.00111358
0.133768	-2.42256e-06	-0.00111694
0.134135	-2.21316e-06	-0.00112031
0.134503	-2.00391e-06	-0.00112367
0.13487	-1.79479e-06	-0.00112705
0.135238	-1.5858e-06	-0.00113042
0.135605	-1.37694e-06	-0.0011338
0.135972	-1.1682e-06	-0.00113718
0.13634	-9.59573e-07	-0.00114056
0.136707	-7.51048e-07	-0.00114395
0.137075	-5.42616e-07	-0.00114734
0.137442	-3.34267e-07	-0.00115074
0.13781	-1.25989e-07	-0.00115413
0.138177	8.2231e-08	-0.00115754
0.138545	2.90407e-07	-0.00116094
0.138912	4.98554e-07	-0.00116435
0.13928	7.06687e-07	-0.00116776
0.139647	9.14825e-07	-0.00117118
0.140015	1.12299e-06	-0.0011746
0.140382	1.33119e-06	-0.00117802
0.14075	1.53945e-06	-0.00118145
0.141117	1.7478e-06	-0.00118488
0.141485	1.95625e-06	-0.00118831
0.141852	2.16484e-06	-0.00119175
0.14222	2.37358e-06	-0.0011952
0.142587	2.5825e-06	-0.00119864
0.142955	2.79163e-06	-0.0012021
0.143322	3.00099e-06	-0.00120555
0.14369	3.21062e-06	-0.00120901
0.144057	3.42055e-06	-0.00121248
0.144425	3.63081e-06	-0.00121595
0.144792	3.84143e-06	-0.00121942
0.14516	4.05244e-06	-0.0012229
0.145527	4.26389e-06	-0.00122638
0.145895	4.4758e-06	-0.00122986
0.146262	4.68822e-06	-0.00123336
0.14663	4.90118e-06	-0.00123685
0.146997	5.11472e-06	-0.00124035
0.147365	5.32889e-06	-0.00124386
0.147732	5.54372e-06	-0.00124737
0.1481	5.75926e-06	-0.00125088
0.148467	5.97555e-06	-0.0012544
0.148835	6.19264e-06	-0.00125792
0.149202	6.41057e-06	-0.00126145
0.14957	6.6294e-06	-0.00126499
0.149937	6.84916e-06	-0.00126853
0.150305	7.06991e-06	-0.00127207
0.150672	7.2917e-06	-0.00127562
0.15104	7.51458e-06	-0.00127917
0.151407	7.7386e-06	-0.00128273
0.151775	7.96382e-06	-0.00128629
0.152142	8.19029e-06	-0.00128986
0.15251	8.41806e-06	-0.00129344
0.152877	8.6472e-06	-0.00129702
0.153245	8.87775e-06	-0.0013006
0.153612	9.10977e-06	-0.00130419
0.15398	9.34333e-06	-0.00130779
0.154347	9.57848e-06	-0.00131139
0.154715	9.81529e-06	-0.00131499
0.155082	1.00538e-05	-0.00131861
0.15545	1.02941e-05	-0.00132222
0.155817	1.05362e-05	-0.00132584
0.156185	1.07803e-05	-0.00132947
0.156552	1.10263e-05	-0.0013331
0.15692	1.12743e-05	-0.00133674
0.157287	1.15244e-05	-0.00134039
0.157655	1.17767e-05	-0.00134403
0.158022	1.20312e-05	-0.00134769
0.15839	1.22879e-05	-0.00135135
0.158757	1.25471e-05	-0.00135501
0.159125	1.28086e-05	-0.00135869
0.159492	1.30727e-05	-0.00136236
0.15986	1.33393e-05	-0.00136604
0.160227	1.36086e-05	-0.00136973
0.160595	1.38805e-05	-0.00137342
0.160962	1.41552e-05	-0.00137712
0.16133	1.44327e-05	-0.00138083
0.161697	1.47131e-05	-0.00138453
0.162065	1.49965e-05	-0.00138825
0.162432	1.52829e-05	-0.00139197
0.162799	1.55725e-05	-0.00139569
0.163167	1.58652e-05	-0.00139943
0.163534	1.61611e-05	-0.00140316
0.163902	1.64604e-05	-0.0014069
0.164269	1.6763e-05	-0.00141065
0.164637	1.70691e-05	-0.0014144
0.165004	1.73787e-05	-0.00141816
0.165372	1.76919e-05	-0.00142192
0.165739	1.80087e-05	-0.00142569
0.166107	1.83293e-05	-0.00142947
0.166474	1.86536e-05	-0.00143324
0.166842	1.89818e-05	-0.00143703
0.167209	1.93138e-05	-0.00144082
0.167577	1.96499e-05	-0.00144461
0.167944	1.999e-05	-0.00144841
0.168312	2.03342e-05	-0.00145221
0.168679	2.06825e-05	-0.00145602
0.169047	2.10351e-05	-0.00145984
0.169414	2.13919e-05	-0.00146366
0.169782	2.17531e-05	-0.00146748
0.170149	2.21187e-05	-0.00147131
0.170517	2.24888e-05	-0.00147514
0.170884	2.28633e-05	-0.00147898
0.171252	2.32424e-05	-0.00148282
0.171619	2.36262e-05	-0.00148667
0.171987	2.40146e-05	-0.00149052
0.172354	2.44077e-05	-0.00149438
0.172722	2.48057e-05	-0.00149824
0.173089	2.52084e-05	-0.00150211
0.173457	2.5616e-05	-0.00150598
0.173824	2.60285e-05	-0.00150985
0.174192	2.6446e-05	-0.00151373
0.174559	2.68684e-05	-0.00151761
0.174927	2.72959e-05	-0.0015215
0.175294	2.77285e-05	-0.00152539
0.175662	2.81662e-05	-0.00152928
0.176029	2.8609e-05	-0.00153318
0.176397	2.9057e-05	-0.00153708
0.176764	2.95103e-05	-0.00154099
0.177132	2.99687e-05	-0.00154489
0.177499	3.04325e-05	-0.00154881
0.177867	3.09015e-05	-0.00155272
0.178234	3.13759e-05	-0.00155664
0.178602	3.18556e-05	-0.00156057
0.178969	3.23406e-05	-0.00156449
0.179337	3.2831e-05	-0.00156842
0.179704	3.33268e-05	-0.00157235
0.180072	3.3828e-05	-0.00157629
0.180439	3.43347e-05	-0.00158023
0.180807	3.48467e-05	-0.00158417
0.181174	3.53642e-05	-0.00158811
0.181542	3.5887e-05	-0.00159206
0.181909	3.64154e-05	-0.00159601
0.182277	3.69491e-05	-0.00159996
0.182644	3.74883e-05	-0.00160391
0.183012	3.80329e-05	-0.00160787
0.183379	3.85829e-05	-0.00161183
0.183747	3.91382e-05	-0.00161579
0.184114	3.9699e-05	-0.00161975
0.184482	4.02652e-05	-0.00162371
0.184849	4.08366e-05	-0.00162768
0.185217	4.14134e-05	-0.00163165
0.185584	4.19955e-05	-0.00163562
0.185952	4.25829e-05	-0.00163959
0.186319	4.31755e-05	-0.00164356
0.186687	4.37734e-05	-0.00164754
0.187054	4.43764e-05	-0.00165151
0.187422	4.49845e-05	-0.00165549
0.187789	4.55978e-05	-0.00165947
0.188157	4.62161e-05	-0.00166345
0.188524	4.68394e-05	-0.00166743
0.188892	4.74677e-05	-0.00167141
0.189259	4.81009e-05	-0.00167539
0.189627	4.87389e-05	-0.00167938
0.189994	4.93818e-05	-0.00168336
0.190361	5.00294e-05	-0.00168735
0.190729	5.06817e-05	-0.00169133
0.191096	5.13386e-05	-0.00169532
0.191464	5.2e-05	-0.0016993
0.191831	5.2666e-05	-0.00170329
0.192199	5.33364e-05	-0.00170728
0.192566	5.40111e-05	-0.00171126
0.192934	5.46901e-05	-0.00171525
0.193301	5.53733e-05	-0.00171924
0.193669	5.60606e-05	-0.00172322
0.194036	5.6752e-05	-0.00172721
0.194404	5.74473e-05	-0.0017312
0.194771	5.81464e-05	-0.00173518
0.195139	5.88493e-05	-0.00173917
0.195506	5.9556e-05	-0.00174316
0.195874	6.02661e-05	-0.00174714
0.196241	6.09798e-05	-0.00175113
0.196609	6.16969e-05	-0.00175511
0.196976	6.24173e-05	-0.0017591
0.197344	6.31409e-05	-0.00176308
0.197711	6.38676e-05	-0.00176706
0.198079	6.45972e-05	-0.00177105
0.198446	6.53298e-05	-0.00177503
0.198814	6.60651e-05	-0.00177901
0.199181	6.68031e-05	-0.00178299
0.199549	6.75437e-05	-0.00178697
0.199916	6.82867e-05	-0.00179095
0.200284	6.9032e-05	-0.00179493
0.200651	6.97796e-05	-0.00179891
0.201019	7.05292e-05	-0.00180289
0.201386	7.12809e-05	-0.00180686
0.201754	7.20344e-05	-0.00181084
0.202121	7.27896e-05	-0.00181481
0.202489	7.35465e-05	-0.00181879
0.202856	7.43049e-05	-0.00182276
0.203224	7.50647e-05	-0.00182673
0.203591	7.58258e-05	-0.0018307
0.203959	7.65879e-05	-0.00183467
0.204326	7.73511e-05	-0.00183864
0.204694	7.81152e-05	-0.00184261
0.205061	7.88801e-05	-0.00184658
0.205429	7.96456e-05	-0.00185055
0.205796	8.04117e-05	-0.00185451
0.206164	8.11781e-05	-0.00185848
0.206531	8.19448e-05	-0.00186245
0.206899	8.27117e-05	-0.00186641
0.207266	8.34786e-05	-0.00187038
0.207634	8.42454e-05	-0.00187434
0.208001	8.5012e-05	-0.0018783
0.208369	8.57782e-05	-0.00188227
0.208736	8.6544e-05	-0.00188623
0.209104	8.73092e-05	-0.00189019
0.209471	8.80737e-05	-0.00189415
0.209839	8.88374e-05	-0.00189812
0.210206	8.96001e-05	-0.00190208
0.210574	9.03618e-05	-0.00190604
0.210941	9.11223e-05	-0.00191
0.211309	9.18815e-05	-0.00191397
0.211676	9.26393e-05	-0.00191793
0.212044	9.33956e-05	-0.00192189
0.212411	9.41503e-05	-0.00192585
0.212779	9.49032e-05	-0.00192982
0.213146	9.56543e-05	-0.00193378
0.213514	9.64035e-05	-0.00193775
0.213881	9.71506e-05	-0.00194171
0.214249	9.78956e-05	-0.00194568
0.214616	9.86383e-05	-0.00194965
0.214984	9.93787e-05	-0.00195362
0.215351	0.000100117	-0.00195759
0.215719	0.000100852	-0.00196156
0.216086	0.000101585	-0.00196553
0.216454	0.000102315	-0.00196951
0.216821	0.000103042	-0.00197348
0.217188	0.000103767	-0.00197746
0.217556	0.000104488	-0.00198144
0.217923	0.000105207	-0.00198542
0.218291	0.000105922	-0.00198941
0.218658	0.000106635	-0.0019934
0.219026	0.000107344	-0.00199739
0.219393	0.000108049	-0.00200138
0.219761	0.000108752	-0.00200537
0.220128	0.000109451	-0.00200937
0.220496	0.000110146	-0.00201337
0.220863	0.000110838	-0.00201738
0.221231	0.000111527	-0.00202139
0.221598	0.000112212	-0.0020254
0.221966	0.000112893	-0.00202941
0.222333	0.000113571	-0.00203343
0.222701	0.000114245	-0.00203745
0.223068	0.000114915	-0.00204148
0.223436	0.000115581	-0.00204551
0.223803	0.000116244	-0.00204955
0.224171	0.000116903	-0.00205359
0.224538	0.000117558	-0.00205764
0.224906	0.00011821	-0.00206169
0.225273	0.000118857	-0.00206575
0.225641	0.000119501	-0.00206981
0.226008	0.000120141	-0.00207388
0.226376	0.000120777	-0.00207795
0.226743	0.00012141	-0.00208203
0.227111	0.000122038	-0.00208611
0.227478	0.000122663	-0.00209021
0.227846	0.000123284	-0.0020943
0.228213	0.000123902	-0.00209841
0.228581	0.000124516	-0.00210252
0.228948	0.000125126	-0.00210664
0.229316	0.000125733	-0.00211076
0.229683	0.000126337	-0.00211489
0.230051	0.000126936	-0.00211903
0.230418	0.000127533	-0.00212318
0.230786	0.000128126	-0.00212734
0.231153	0.000128716	-0.0021315
0.231521	0.000129302	-0.00213567
0.231888	0.000129886	-0.00213985
0.232256	0.000130466	-0.00214404
0.232623	0.000131044	-0.00214823
0.232991	0.000131619	-0.00215244
0.233358	0.00013219	-0.00215665
0.233726	0.000132759	-0.00216088
0.234093	0.000133326	-0.00216511
0.234461	0.00013389	-0.00216935
0.234828	0.000134451	-0.0021736
0.235196	0.000135011	-0.00217786
0.235563	0.000135568	-0.00218213
0.235931	0.000136123	-0.00218641
0.236298	0.000136676	-0.0021907
0.236666	0.000137227	-0.002195
0.237033	0.000137776	-0.00219931
0.237401	0.000138324	-0.00220363
0.237768	0.00013887	-0.00220797
0.238136	0.000139415	-0.00221231
0.238503	0.000139959	-0.00221666
0.238871	0.000140502	-0.00222102
0.239238	0.000141044	-0.0022254
0.239606	0.000141585	-0.00222978
0.239973	0.000142126	-0.00223418
0.240341	0.000142666	-0.00223859
0.240708	0.000143206	-0.00224301
0.241076	0.000143745	-0.00224744
0.241443	0.000144285	-0.00225188
0.241811	0.000144825	-0.00225634
0.242178	0.000145365	-0.0022608
0.242546	0.000145906	-0.00226528
0.242913	0.000146447	-0.00226977
0.243281	0.000146989	-0.00227427
0.243648	0.000147533	-0.00227879
0.244015	0.000148077	-0.00228331
0.244383	0.000148623	-0.00228785
0.24475	0.00014917	-0.0022924
0.245118	0.000149719	-0.00229696
0.245485	0.000150269	-0.00230154
0.245853	0.000150822	-0.00230612
0.24622	0.000151377	-0.00231072
0.246588	0.000151935	-0.00231533
